x,y,type,walkable,biome,blockId,description
11,23,sidewalk,true,civic,87,"A quiet sidewalk lined with trees."
12,21,sidewalk,true,residential,88,"You are on a busy sidewalk in front of a shop."
13,21,sidewalk,true,residential,88,"A quiet sidewalk lined with trees."
14,21,sidewalk,true,residential,88,"Sidewalk with a newspaper stand."
12,22,sidewalk,true,residential,88,"Sidewalk with a bike rack and a bench."
13,22,building,false,residential,88,"A lively coffee shop with people chatting."
14,22,sidewalk,true,residential,88,"A quiet sidewalk lined with trees."
12,23,sidewalk,true,residential,88,"You are on a busy sidewalk in front of a shop."
13,23,sidewalk,true,residential,88,"Sidewalk outside a bustling cafe."
14,23,sidewalk,true,residential,88,"Sidewalk with a newspaper stand."
15,21,sidewalk,true,commercial,89,"A quiet sidewalk lined with trees."
16,21,sidewalk,true,commercial,89,"Sidewalk with a bike rack and a bench."
17,21,sidewalk,true,commercial,89,"Sidewalk with a bike rack and a bench."
15,22,sidewalk,true,commercial,89,"Sidewalk with a bike rack and a bench."
16,22,building,false,commercial,89,"A lively coffee shop with people chatting."
17,22,sidewalk,true,commercial,89,"Sidewalk outside a bustling cafe."
15,23,sidewalk,true,commercial,89,"Sidewalk with a bike rack and a bench."
16,23,sidewalk,true,commercial,89,"Sidewalk outside a bustling cafe."
17,23,sidewalk,true,commercial,89,"Sidewalk with a newspaper stand."
18,21,sidewalk,true,park,90,"Sidewalk with a newspaper stand."
19,21,sidewalk,true,park,90,"Sidewalk with a newspaper stand."
20,21,sidewalk,true,park,90,"Sidewalk outside a bustling cafe."
18,22,sidewalk,true,park,90,"Sidewalk with a bike rack and a bench."
19,22,building,false,park,90,"You are inside a bustling apartment building."
20,22,sidewalk,true,park,90,"Sidewalk with a bike rack and a bench."
18,23,sidewalk,true,park,90,"Sidewalk with a bike rack and a bench."
19,23,sidewalk,true,park,90,"You are on a busy sidewalk in front of a shop."
20,23,sidewalk,true,park,90,"A quiet sidewalk lined with trees."
21,21,sidewalk,true,downtown,91,"Sidewalk outside a bustling cafe."
22,21,sidewalk,true,downtown,91,"Sidewalk with a newspaper stand."
23,21,sidewalk,true,downtown,91,"Sidewalk with a newspaper stand."
21,22,sidewalk,true,downtown,91,"You are on a busy sidewalk in front of a shop."
22,22,building,false,downtown,91,"A quiet office space with large windows."
23,22,sidewalk,true,downtown,91,"Sidewalk with a bike rack and a bench."
21,23,sidewalk,true,downtown,91,"Sidewalk with a bike rack and a bench."
22,23,sidewalk,true,downtown,91,"A quiet sidewalk lined with trees."
23,23,sidewalk,true,downtown,91,"Sidewalk with a newspaper stand."
24,21,sidewalk,true,industrial,92,"A quiet sidewalk lined with trees."
25,21,sidewalk,true,industrial,92,"You are on a busy sidewalk in front of a shop."
26,21,sidewalk,true,industrial,92,"Sidewalk with a bike rack and a bench."
24,22,sidewalk,true,industrial,92,"You are on a busy sidewalk in front of a shop."
25,22,building,false,industrial,92,"A small grocery store packed with goods."
26,22,sidewalk,true,industrial,92,"Sidewalk outside a bustling cafe."
24,23,sidewalk,true,industrial,92,"You are on a busy sidewalk in front of a shop."
25,23,sidewalk,true,industrial,92,"Sidewalk with a bike rack and a bench."
26,23,sidewalk,true,industrial,92,"Sidewalk with a newspaper stand."
27,21,sidewalk,true,waterfront,93,"A quiet sidewalk lined with trees."
28,21,sidewalk,true,waterfront,93,"Sidewalk with a bike rack and a bench."
29,21,sidewalk,true,waterfront,93,"Sidewalk with a newspaper stand."
27,22,sidewalk,true,waterfront,93,"Sidewalk with a newspaper stand."
28,22,building,false,waterfront,93,"You are inside a bustling apartment building."
29,22,sidewalk,true,waterfront,93,"Sidewalk with a newspaper stand."
27,23,sidewalk,true,waterfront,93,"Sidewalk with a bike rack and a bench."
28,23,sidewalk,true,waterfront,93,"You are on a busy sidewalk in front of a shop."
29,23,sidewalk,true,waterfront,93,"A quiet sidewalk lined with trees."
30,21,sidewalk,true,mixed-use,94,"Sidewalk with a bike rack and a bench."
31,21,sidewalk,true,mixed-use,94,"Sidewalk with a bike rack and a bench."
32,21,sidewalk,true,mixed-use,94,"Sidewalk with a newspaper stand."
30,22,sidewalk,true,mixed-use,94,"Sidewalk with a bike rack and a bench."
31,22,building,false,mixed-use,94,"A lively coffee shop with people chatting."
32,22,sidewalk,true,mixed-use,94,"Sidewalk with a newspaper stand."
30,23,sidewalk,true,mixed-use,94,"Sidewalk with a newspaper stand."
31,23,sidewalk,true,mixed-use,94,"A quiet sidewalk lined with trees."
32,23,sidewalk,true,mixed-use,94,"A quiet sidewalk lined with trees."
33,21,sidewalk,true,civic,95,"Sidewalk with a bike rack and a bench."
34,21,sidewalk,true,civic,95,"A quiet sidewalk lined with trees."
35,21,sidewalk,true,civic,95,"You are on a busy sidewalk in front of a shop."
33,22,sidewalk,true,civic,95,"A quiet sidewalk lined with trees."
34,22,building,false,civic,95,"A quiet office space with large windows."
35,22,sidewalk,true,civic,95,"Sidewalk outside a bustling cafe."
33,23,sidewalk,true,civic,95,"Sidewalk with a newspaper stand."
34,23,sidewalk,true,civic,95,"You are on a busy sidewalk in front of a shop."
35,23,sidewalk,true,civic,95,"You are on a busy sidewalk in front of a shop."
0,24,sidewalk,true,residential,96,"You are on a busy sidewalk in front of a shop."
1,24,sidewalk,true,residential,96,"A quiet sidewalk lined with trees."
2,24,sidewalk,true,residential,96,"You are on a busy sidewalk in front of a shop."
0,25,sidewalk,true,residential,96,"A quiet sidewalk lined with trees."
1,25,building,false,residential,96,"A small grocery store packed with goods."
2,25,sidewalk,true,residential,96,"Sidewalk outside a bustling cafe."
0,26,sidewalk,true,residential,96,"Sidewalk outside a bustling cafe."
1,26,sidewalk,true,residential,96,"Sidewalk outside a bustling cafe."
2,26,sidewalk,true,residential,96,"Sidewalk with a bike rack and a bench."
3,24,sidewalk,true,commercial,97,"A quiet sidewalk lined with trees."
4,24,sidewalk,true,commercial,97,"You are on a busy sidewalk in front of a shop."
5,24,sidewalk,true,commercial,97,"Sidewalk outside a bustling cafe."
3,25,sidewalk,true,commercial,97,"Sidewalk outside a bustling cafe."
4,25,building,false,commercial,97,"You are inside a bustling apartment building."
5,25,sidewalk,true,commercial,97,"Sidewalk outside a bustling cafe."
3,26,sidewalk,true,commercial,97,"Sidewalk with a newspaper stand."
4,26,sidewalk,true,commercial,97,"You are on a busy sidewalk in front of a shop."
5,26,sidewalk,true,commercial,97,"Sidewalk outside a bustling cafe."
6,24,sidewalk,true,park,98,"A quiet sidewalk lined with trees."
7,24,sidewalk,true,park,98,"You are on a busy sidewalk in front of a shop."
8,24,sidewalk,true,park,98,"Sidewalk with a bike rack and a bench."
6,25,sidewalk,true,park,98,"A quiet sidewalk lined with trees."
7,25,building,false,park,98,"A quiet office space with large windows."
8,25,sidewalk,true,park,98,"You are on a busy sidewalk in front of a shop."
6,26,sidewalk,true,park,98,"You are on a busy sidewalk in front of a shop."
7,26,sidewalk,true,park,98,"You are on a busy sidewalk in front of a shop."
8,26,sidewalk,true,park,98,"Sidewalk with a newspaper stand."
9,24,sidewalk,true,downtown,99,"You are on a busy sidewalk in front of a shop."
10,24,sidewalk,true,downtown,99,"Sidewalk with a newspaper stand."
11,24,sidewalk,true,downtown,99,"Sidewalk outside a bustling cafe."
9,25,sidewalk,true,downtown,99,"Sidewalk outside a bustling cafe."
10,25,building,false,downtown,99,"A cozy bakery with the smell of fresh bread."
11,25,sidewalk,true,downtown,99,"Sidewalk with a newspaper stand."
9,26,sidewalk,true,downtown,99,"You are on a busy sidewalk in front of a shop."
10,26,sidewalk,true,downtown,99,"A quiet sidewalk lined with trees."
11,26,sidewalk,true,downtown,99,"Sidewalk outside a bustling cafe."
12,24,sidewalk,true,industrial,100,"Sidewalk with a bike rack and a bench."
13,24,sidewalk,true,industrial,100,"Sidewalk with a newspaper stand."
14,24,sidewalk,true,industrial,100,"Sidewalk with a newspaper stand."
12,25,sidewalk,true,industrial,100,"A quiet sidewalk lined with trees."
13,25,building,false,industrial,100,"You are inside a bustling apartment building."
14,25,sidewalk,true,industrial,100,"Sidewalk with a bike rack and a bench."
12,26,sidewalk,true,industrial,100,"A quiet sidewalk lined with trees."
13,26,sidewalk,true,industrial,100,"Sidewalk with a newspaper stand."
14,26,sidewalk,true,industrial,100,"Sidewalk outside a bustling cafe."
15,24,sidewalk,true,waterfront,101,"Sidewalk with a bike rack and a bench."
16,24,sidewalk,true,waterfront,101,"Sidewalk with a newspaper stand."
17,24,sidewalk,true,waterfront,101,"Sidewalk with a bike rack and a bench."
15,25,sidewalk,true,waterfront,101,"Sidewalk outside a bustling cafe."
16,25,building,false,waterfront,101,"A quiet office space with large windows."
17,25,sidewalk,true,waterfront,101,"Sidewalk with a bike rack and a bench."
15,26,sidewalk,true,waterfront,101,"Sidewalk outside a bustling cafe."
16,26,sidewalk,true,waterfront,101,"You are on a busy sidewalk in front of a shop."
17,26,sidewalk,true,waterfront,101,"Sidewalk with a newspaper stand."
18,24,sidewalk,true,mixed-use,102,"Sidewalk with a bike rack and a bench."
19,24,sidewalk,true,mixed-use,102,"You are on a busy sidewalk in front of a shop."
20,24,sidewalk,true,mixed-use,102,"You are on a busy sidewalk in front of a shop."
18,25,sidewalk,true,mixed-use,102,"You are on a busy sidewalk in front of a shop."
19,25,building,false,mixed-use,102,"You are inside a bustling apartment building."
20,25,sidewalk,true,mixed-use,102,"Sidewalk with a bike rack and a bench."
18,26,sidewalk,true,mixed-use,102,"You are on a busy sidewalk in front of a shop."
19,26,sidewalk,true,mixed-use,102,"Sidewalk with a newspaper stand."
20,26,sidewalk,true,mixed-use,102,"You are on a busy sidewalk in front of a shop."
21,24,sidewalk,true,civic,103,"A quiet sidewalk lined with trees."
22,24,sidewalk,true,civic,103,"You are on a busy sidewalk in front of a shop."
23,24,sidewalk,true,civic,103,"Sidewalk with a bike rack and a bench."
21,25,sidewalk,true,civic,103,"Sidewalk outside a bustling cafe."
22,25,building,false,civic,103,"A cozy bakery with the smell of fresh bread."
23,25,sidewalk,true,civic,103,"A quiet sidewalk lined with trees."
21,26,sidewalk,true,civic,103,"Sidewalk with a bike rack and a bench."
22,26,sidewalk,true,civic,103,"Sidewalk with a newspaper stand."
23,26,sidewalk,true,civic,103,"Sidewalk with a bike rack and a bench."
24,24,sidewalk,true,residential,104,"A quiet sidewalk lined with trees."
25,24,sidewalk,true,residential,104,"Sidewalk with a newspaper stand."
26,24,sidewalk,true,residential,104,"A quiet sidewalk lined with trees."
24,25,sidewalk,true,residential,104,"A quiet sidewalk lined with trees."
25,25,building,false,residential,104,"A quiet office space with large windows."
26,25,sidewalk,true,residential,104,"You are on a busy sidewalk in front of a shop."
24,26,sidewalk,true,residential,104,"A quiet sidewalk lined with trees."
25,26,sidewalk,true,residential,104,"Sidewalk with a newspaper stand."
26,26,sidewalk,true,residential,104,"Sidewalk with a bike rack and a bench."
27,24,sidewalk,true,commercial,105,"You are on a busy sidewalk in front of a shop."
28,24,sidewalk,true,commercial,105,"A quiet sidewalk lined with trees."
29,24,sidewalk,true,commercial,105,"Sidewalk with a bike rack and a bench."
27,25,sidewalk,true,commercial,105,"You are on a busy sidewalk in front of a shop."
28,25,building,false,commercial,105,"You are inside a bustling apartment building."
29,25,sidewalk,true,commercial,105,"Sidewalk outside a bustling cafe."
27,26,sidewalk,true,commercial,105,"A quiet sidewalk lined with trees."
28,26,sidewalk,true,commercial,105,"Sidewalk outside a bustling cafe."
29,26,sidewalk,true,commercial,105,"A quiet sidewalk lined with trees."
30,24,sidewalk,true,park,106,"Sidewalk with a newspaper stand."
31,24,sidewalk,true,park,106,"Sidewalk with a bike rack and a bench."
32,24,sidewalk,true,park,106,"A quiet sidewalk lined with trees."
30,25,sidewalk,true,park,106,"Sidewalk with a newspaper stand."
31,25,building,false,park,106,"A cozy bakery with the smell of fresh bread."
32,25,sidewalk,true,park,106,"Sidewalk with a newspaper stand."
30,26,sidewalk,true,park,106,"Sidewalk with a bike rack and a bench."
31,26,sidewalk,true,park,106,"A quiet sidewalk lined with trees."
32,26,sidewalk,true,park,106,"A quiet sidewalk lined with trees."
33,24,sidewalk,true,downtown,107,"Sidewalk with a newspaper stand."
34,24,sidewalk,true,downtown,107,"You are on a busy sidewalk in front of a shop."
35,24,sidewalk,true,downtown,107,"You are on a busy sidewalk in front of a shop."
33,25,sidewalk,true,downtown,107,"A quiet sidewalk lined with trees."
34,25,building,false,downtown,107,"A lively coffee shop with people chatting."
35,25,sidewalk,true,downtown,107,"Sidewalk with a bike rack and a bench."
33,26,sidewalk,true,downtown,107,"A quiet sidewalk lined with trees."
34,26,sidewalk,true,downtown,107,"Sidewalk with a bike rack and a bench."
35,26,sidewalk,true,downtown,107,"Sidewalk with a bike rack and a bench."
0,27,sidewalk,true,industrial,108,"A quiet sidewalk lined with trees."
1,27,sidewalk,true,industrial,108,"Sidewalk with a newspaper stand."
2,27,sidewalk,true,industrial,108,"Sidewalk with a bike rack and a bench."
0,28,sidewalk,true,industrial,108,"A quiet sidewalk lined with trees."
1,28,building,false,industrial,108,"A small grocery store packed with goods."
2,28,sidewalk,true,industrial,108,"Sidewalk outside a bustling cafe."
0,29,sidewalk,true,industrial,108,"A quiet sidewalk lined with trees."
1,29,sidewalk,true,industrial,108,"A quiet sidewalk lined with trees."
2,29,sidewalk,true,industrial,108,"You are on a busy sidewalk in front of a shop."
3,27,sidewalk,true,waterfront,109,"A quiet sidewalk lined with trees."
4,27,sidewalk,true,waterfront,109,"Sidewalk with a bike rack and a bench."
5,27,sidewalk,true,waterfront,109,"Sidewalk with a bike rack and a bench."
3,28,sidewalk,true,waterfront,109,"Sidewalk with a newspaper stand."
4,28,building,false,waterfront,109,"A quiet office space with large windows."
5,28,sidewalk,true,waterfront,109,"Sidewalk with a newspaper stand."
3,29,sidewalk,true,waterfront,109,"Sidewalk outside a bustling cafe."
4,29,sidewalk,true,waterfront,109,"A quiet sidewalk lined with trees."
5,29,sidewalk,true,waterfront,109,"Sidewalk outside a bustling cafe."
6,27,sidewalk,true,mixed-use,110,"Sidewalk with a newspaper stand."
7,27,sidewalk,true,mixed-use,110,"A quiet sidewalk lined with trees."
8,27,sidewalk,true,mixed-use,110,"Sidewalk with a newspaper stand."
6,28,sidewalk,true,mixed-use,110,"Sidewalk outside a bustling cafe."
7,28,building,false,mixed-use,110,"A small grocery store packed with goods."
8,28,sidewalk,true,mixed-use,110,"Sidewalk outside a bustling cafe."
6,29,sidewalk,true,mixed-use,110,"A quiet sidewalk lined with trees."
7,29,sidewalk,true,mixed-use,110,"You are on a busy sidewalk in front of a shop."
8,29,sidewalk,true,mixed-use,110,"You are on a busy sidewalk in front of a shop."
9,27,sidewalk,true,civic,111,"Sidewalk outside a bustling cafe."
10,27,sidewalk,true,civic,111,"You are on a busy sidewalk in front of a shop."
11,27,sidewalk,true,civic,111,"A quiet sidewalk lined with trees."
9,28,sidewalk,true,civic,111,"You are on a busy sidewalk in front of a shop."
10,28,building,false,civic,111,"A quiet office space with large windows."
11,28,sidewalk,true,civic,111,"A quiet sidewalk lined with trees."
9,29,sidewalk,true,civic,111,"You are on a busy sidewalk in front of a shop."
10,29,sidewalk,true,civic,111,"You are on a busy sidewalk in front of a shop."
11,29,sidewalk,true,civic,111,"Sidewalk with a newspaper stand."
12,27,sidewalk,true,residential,112,"A quiet sidewalk lined with trees."
13,27,sidewalk,true,residential,112,"Sidewalk outside a bustling cafe."
14,27,sidewalk,true,residential,112,"Sidewalk outside a bustling cafe."
12,28,sidewalk,true,residential,112,"Sidewalk with a bike rack and a bench."
13,28,building,false,residential,112,"A cozy bakery with the smell of fresh bread."
14,28,sidewalk,true,residential,112,"Sidewalk with a bike rack and a bench."
12,29,sidewalk,true,residential,112,"Sidewalk outside a bustling cafe."
13,29,sidewalk,true,residential,112,"Sidewalk outside a bustling cafe."
14,29,sidewalk,true,residential,112,"A quiet sidewalk lined with trees."
15,27,sidewalk,true,commercial,113,"Sidewalk with a newspaper stand."
16,27,sidewalk,true,commercial,113,"You are on a busy sidewalk in front of a shop."
17,27,sidewalk,true,commercial,113,"A quiet sidewalk lined with trees."
15,28,sidewalk,true,commercial,113,"Sidewalk with a bike rack and a bench."
16,28,building,false,commercial,113,"A small grocery store packed with goods."
17,28,sidewalk,true,commercial,113,"Sidewalk outside a bustling cafe."
15,29,sidewalk,true,commercial,113,"You are on a busy sidewalk in front of a shop."
16,29,sidewalk,true,commercial,113,"You are on a busy sidewalk in front of a shop."
17,29,sidewalk,true,commercial,113,"Sidewalk with a bike rack and a bench."
18,27,sidewalk,true,park,114,"Sidewalk with a bike rack and a bench."
19,27,sidewalk,true,park,114,"Sidewalk outside a bustling cafe."
20,27,sidewalk,true,park,114,"Sidewalk with a bike rack and a bench."
18,28,sidewalk,true,park,114,"Sidewalk with a newspaper stand."
19,28,building,false,park,114,"A quiet office space with large windows."
20,28,sidewalk,true,park,114,"You are on a busy sidewalk in front of a shop."
18,29,sidewalk,true,park,114,"A quiet sidewalk lined with trees."
19,29,sidewalk,true,park,114,"A quiet sidewalk lined with trees."
20,29,sidewalk,true,park,114,"Sidewalk with a newspaper stand."
21,27,sidewalk,true,downtown,115,"You are on a busy sidewalk in front of a shop."
22,27,sidewalk,true,downtown,115,"You are on a busy sidewalk in front of a shop."
23,27,sidewalk,true,downtown,115,"Sidewalk with a bike rack and a bench."
21,28,sidewalk,true,downtown,115,"Sidewalk with a bike rack and a bench."
22,28,building,false,downtown,115,"A cozy bakery with the smell of fresh bread."
23,28,sidewalk,true,downtown,115,"You are on a busy sidewalk in front of a shop."
21,29,sidewalk,true,downtown,115,"A quiet sidewalk lined with trees."
22,29,sidewalk,true,downtown,115,"You are on a busy sidewalk in front of a shop."
23,29,sidewalk,true,downtown,115,"Sidewalk with a bike rack and a bench."
24,27,sidewalk,true,industrial,116,"Sidewalk with a newspaper stand."
25,27,sidewalk,true,industrial,116,"A quiet sidewalk lined with trees."
26,27,sidewalk,true,industrial,116,"Sidewalk with a newspaper stand."
24,28,sidewalk,true,industrial,116,"A quiet sidewalk lined with trees."
25,28,building,false,industrial,116,"A small grocery store packed with goods."
26,28,sidewalk,true,industrial,116,"Sidewalk with a bike rack and a bench."
24,29,sidewalk,true,industrial,116,"Sidewalk outside a bustling cafe."
25,29,sidewalk,true,industrial,116,"Sidewalk outside a bustling cafe."
26,29,sidewalk,true,industrial,116,"Sidewalk with a bike rack and a bench."
27,27,sidewalk,true,waterfront,117,"Sidewalk outside a bustling cafe."
28,27,sidewalk,true,waterfront,117,"Sidewalk outside a bustling cafe."
29,27,sidewalk,true,waterfront,117,"You are on a busy sidewalk in front of a shop."
27,28,sidewalk,true,waterfront,117,"Sidewalk outside a bustling cafe."
28,28,building,false,waterfront,117,"A lively coffee shop with people chatting."
29,28,sidewalk,true,waterfront,117,"A quiet sidewalk lined with trees."
27,29,sidewalk,true,waterfront,117,"A quiet sidewalk lined with trees."
28,29,sidewalk,true,waterfront,117,"A quiet sidewalk lined with trees."
29,29,sidewalk,true,waterfront,117,"Sidewalk with a bike rack and a bench."
30,27,sidewalk,true,mixed-use,118,"Sidewalk with a newspaper stand."
31,27,sidewalk,true,mixed-use,118,"Sidewalk with a bike rack and a bench."
32,27,sidewalk,true,mixed-use,118,"Sidewalk with a newspaper stand."
30,28,sidewalk,true,mixed-use,118,"A quiet sidewalk lined with trees."
31,28,building,false,mixed-use,118,"A small grocery store packed with goods."
32,28,sidewalk,true,mixed-use,118,"Sidewalk outside a bustling cafe."
30,29,sidewalk,true,mixed-use,118,"Sidewalk outside a bustling cafe."
31,29,sidewalk,true,mixed-use,118,"Sidewalk outside a bustling cafe."
32,29,sidewalk,true,mixed-use,118,"Sidewalk outside a bustling cafe."
33,27,sidewalk,true,civic,119,"Sidewalk with a newspaper stand."
34,27,sidewalk,true,civic,119,"You are on a busy sidewalk in front of a shop."
35,27,sidewalk,true,civic,119,"Sidewalk with a newspaper stand."
33,28,sidewalk,true,civic,119,"You are on a busy sidewalk in front of a shop."
34,28,building,false,civic,119,"You are inside a bustling apartment building."
35,28,sidewalk,true,civic,119,"You are on a busy sidewalk in front of a shop."
33,29,sidewalk,true,civic,119,"Sidewalk with a bike rack and a bench."
34,29,sidewalk,true,civic,119,"Sidewalk with a bike rack and a bench."
35,29,sidewalk,true,civic,119,"Sidewalk with a bike rack and a bench."
0,30,sidewalk,true,residential,120,"Sidewalk outside a bustling cafe."
1,30,sidewalk,true,residential,120,"Sidewalk with a bike rack and a bench."
2,30,sidewalk,true,residential,120,"Sidewalk with a newspaper stand."
0,31,sidewalk,true,residential,120,"Sidewalk outside a bustling cafe."
1,31,building,false,residential,120,"A cozy bakery with the smell of fresh bread."
2,31,sidewalk,true,residential,120,"You are on a busy sidewalk in front of a shop."
0,32,sidewalk,true,residential,120,"A quiet sidewalk lined with trees."
1,32,sidewalk,true,residential,120,"A quiet sidewalk lined with trees."
2,32,sidewalk,true,residential,120,"A quiet sidewalk lined with trees."
3,30,sidewalk,true,commercial,121,"A quiet sidewalk lined with trees."
4,30,sidewalk,true,commercial,121,"Sidewalk with a newspaper stand."
5,30,sidewalk,true,commercial,121,"Sidewalk with a bike rack and a bench."
3,31,sidewalk,true,commercial,121,"Sidewalk with a bike rack and a bench."
4,31,building,false,commercial,121,"A cozy bakery with the smell of fresh bread."
5,31,sidewalk,true,commercial,121,"Sidewalk with a newspaper stand."
3,32,sidewalk,true,commercial,121,"You are on a busy sidewalk in front of a shop."
4,32,sidewalk,true,commercial,121,"Sidewalk with a newspaper stand."
5,32,sidewalk,true,commercial,121,"A quiet sidewalk lined with trees."
6,30,sidewalk,true,park,122,"Sidewalk with a bike rack and a bench."
7,30,sidewalk,true,park,122,"Sidewalk with a bike rack and a bench."
8,30,sidewalk,true,park,122,"Sidewalk with a newspaper stand."
6,31,sidewalk,true,park,122,"Sidewalk with a newspaper stand."
7,31,building,false,park,122,"A cozy bakery with the smell of fresh bread."
8,31,sidewalk,true,park,122,"Sidewalk with a newspaper stand."
6,32,sidewalk,true,park,122,"You are on a busy sidewalk in front of a shop."
7,32,sidewalk,true,park,122,"A quiet sidewalk lined with trees."
8,32,sidewalk,true,park,122,"Sidewalk with a bike rack and a bench."
9,30,sidewalk,true,downtown,123,"Sidewalk outside a bustling cafe."
10,30,sidewalk,true,downtown,123,"Sidewalk with a newspaper stand."
11,30,sidewalk,true,downtown,123,"Sidewalk outside a bustling cafe."
9,31,sidewalk,true,downtown,123,"A quiet sidewalk lined with trees."
10,31,building,false,downtown,123,"A lively coffee shop with people chatting."
11,31,sidewalk,true,downtown,123,"You are on a busy sidewalk in front of a shop."
9,32,sidewalk,true,downtown,123,"Sidewalk with a newspaper stand."
10,32,sidewalk,true,downtown,123,"You are on a busy sidewalk in front of a shop."
11,32,sidewalk,true,downtown,123,"A quiet sidewalk lined with trees."
12,30,sidewalk,true,industrial,124,"A quiet sidewalk lined with trees."
13,30,sidewalk,true,industrial,124,"Sidewalk outside a bustling cafe."
14,30,sidewalk,true,industrial,124,"A quiet sidewalk lined with trees."
12,31,sidewalk,true,industrial,124,"A quiet sidewalk lined with trees."
13,31,building,false,industrial,124,"A lively coffee shop with people chatting."
14,31,sidewalk,true,industrial,124,"A quiet sidewalk lined with trees."
12,32,sidewalk,true,industrial,124,"A quiet sidewalk lined with trees."
13,32,sidewalk,true,industrial,124,"Sidewalk with a newspaper stand."
14,32,sidewalk,true,industrial,124,"You are on a busy sidewalk in front of a shop."
15,30,sidewalk,true,waterfront,125,"Sidewalk with a newspaper stand."
16,30,sidewalk,true,waterfront,125,"Sidewalk outside a bustling cafe."
17,30,sidewalk,true,waterfront,125,"Sidewalk outside a bustling cafe."
15,31,sidewalk,true,waterfront,125,"Sidewalk with a newspaper stand."
16,31,building,false,waterfront,125,"A small grocery store packed with goods."
17,31,sidewalk,true,waterfront,125,"Sidewalk with a bike rack and a bench."
15,32,sidewalk,true,waterfront,125,"Sidewalk outside a bustling cafe."
16,32,sidewalk,true,waterfront,125,"Sidewalk with a bike rack and a bench."
17,32,sidewalk,true,waterfront,125,"You are on a busy sidewalk in front of a shop."
18,30,sidewalk,true,mixed-use,126,"Sidewalk with a bike rack and a bench."
19,30,sidewalk,true,mixed-use,126,"A quiet sidewalk lined with trees."
20,30,sidewalk,true,mixed-use,126,"A quiet sidewalk lined with trees."
18,31,sidewalk,true,mixed-use,126,"Sidewalk with a newspaper stand."
19,31,building,false,mixed-use,126,"A quiet office space with large windows."
20,31,sidewalk,true,mixed-use,126,"You are on a busy sidewalk in front of a shop."
18,32,sidewalk,true,mixed-use,126,"Sidewalk with a newspaper stand."
19,32,sidewalk,true,mixed-use,126,"A quiet sidewalk lined with trees."
20,32,sidewalk,true,mixed-use,126,"Sidewalk outside a bustling cafe."
21,30,sidewalk,true,civic,127,"Sidewalk with a newspaper stand."
22,30,sidewalk,true,civic,127,"A quiet sidewalk lined with trees."
23,30,sidewalk,true,civic,127,"Sidewalk with a bike rack and a bench."
21,31,sidewalk,true,civic,127,"You are on a busy sidewalk in front of a shop."
22,31,building,false,civic,127,"A cozy bakery with the smell of fresh bread."
23,31,sidewalk,true,civic,127,"You are on a busy sidewalk in front of a shop."
21,32,sidewalk,true,civic,127,"You are on a busy sidewalk in front of a shop."
22,32,sidewalk,true,civic,127,"Sidewalk with a bike rack and a bench."
23,32,sidewalk,true,civic,127,"A quiet sidewalk lined with trees."
24,30,sidewalk,true,residential,128,"Sidewalk with a newspaper stand."
25,30,sidewalk,true,residential,128,"Sidewalk with a newspaper stand."
26,30,sidewalk,true,residential,128,"Sidewalk with a newspaper stand."
24,31,sidewalk,true,residential,128,"Sidewalk with a bike rack and a bench."
25,31,building,false,residential,128,"A small grocery store packed with goods."
26,31,sidewalk,true,residential,128,"Sidewalk outside a bustling cafe."
24,32,sidewalk,true,residential,128,"Sidewalk with a bike rack and a bench."
25,32,sidewalk,true,residential,128,"Sidewalk with a newspaper stand."
26,32,sidewalk,true,residential,128,"A quiet sidewalk lined with trees."
27,30,sidewalk,true,commercial,129,"A quiet sidewalk lined with trees."
28,30,sidewalk,true,commercial,129,"A quiet sidewalk lined with trees."
29,30,sidewalk,true,commercial,129,"A quiet sidewalk lined with trees."
27,31,sidewalk,true,commercial,129,"A quiet sidewalk lined with trees."
28,31,building,false,commercial,129,"A quiet office space with large windows."
29,31,sidewalk,true,commercial,129,"Sidewalk with a bike rack and a bench."
27,32,sidewalk,true,commercial,129,"A quiet sidewalk lined with trees."
28,32,sidewalk,true,commercial,129,"Sidewalk with a bike rack and a bench."
29,32,sidewalk,true,commercial,129,"A quiet sidewalk lined with trees."
30,30,sidewalk,true,park,130,"Sidewalk with a bike rack and a bench."
31,30,sidewalk,true,park,130,"A quiet sidewalk lined with trees."
32,30,sidewalk,true,park,130,"A quiet sidewalk lined with trees."
30,31,sidewalk,true,park,130,"You are on a busy sidewalk in front of a shop."
31,31,building,false,park,130,"A lively coffee shop with people chatting."
32,31,sidewalk,true,park,130,"Sidewalk with a bike rack and a bench."
30,32,sidewalk,true,park,130,"Sidewalk outside a bustling cafe."
31,32,sidewalk,true,park,130,"A quiet sidewalk lined with trees."
32,32,sidewalk,true,park,130,"Sidewalk with a bike rack and a bench."
33,30,sidewalk,true,downtown,131,"Sidewalk outside a bustling cafe."
34,30,sidewalk,true,downtown,131,"Sidewalk with a newspaper stand."
35,30,sidewalk,true,downtown,131,"Sidewalk outside a bustling cafe."
33,31,sidewalk,true,downtown,131,"A quiet sidewalk lined with trees."
34,31,building,false,downtown,131,"A quiet office space with large windows."
35,31,sidewalk,true,downtown,131,"Sidewalk with a newspaper stand."
33,32,sidewalk,true,downtown,131,"Sidewalk with a bike rack and a bench."
34,32,sidewalk,true,downtown,131,"Sidewalk with a newspaper stand."
35,32,sidewalk,true,downtown,131,"Sidewalk with a bike rack and a bench."
